11.0.0 0.028038
12.0.0 0.028038
13.0.0 0.028038
14.0.0 0.027355
17.0.0 0.028038
20.0.0 0.028038
22.0.0 0.028038
23.0.0 0.028038
24.0.0 0.027354
25.0.0 0.028038
27.0.0 0.028038
28.0.0 0.028146
29.0.0 0.028146
30.0.0 0.028146
11.0.0 0.028038
12.0.0 0.028038
13.0.0 0.028038
14.0.0 0.027355
17.0.0 0.028038
20.0.0 0.028038
22.0.0 0.028038
23.0.0 0.028038
24.0.0 0.027354
25.0.0 0.028038
27.0.0 0.028038
28.0.0 0.028146
29.0.0 0.028146
30.0.0 0.028146
11.0.0 0.018487
12.0.0 0.018487
13.0.0 0.028038
14.0.0 0.027355
17.0.0 0.028038
20.0.0 0.028038
22.0.0 0.028038
23.0.0 0.028038
24.0.0 0.027354
25.0.0 0.028038
27.0.0 0.028038
28.0.0 0.017802
29.0.0 0.017802
30.0.0 0.018089
11.0.0 0.019486
12.0.0 0.019226
13.0.0 0.019226
14.0.0 0.019226
17.0.0 0.019486
20.0.0 0.019181
22.0.0 0.018915
23.0.0 0.018915
24.0.0 0.018915
25.0.0 0.019181
27.0.0 0.018915
28.0.0 0.018915
29.0.0 0.018915
30.0.0 0.019181
11.0.0 0.020027
12.0.0 0.020027
13.0.0 0.020027
14.0.0 0.020027
17.0.0 0.020027
20.0.0 0.020027
22.0.0 0.020027
23.0.0 0.020027
24.0.0 0.019780
25.0.0 0.019780
27.0.0 0.019780
28.0.0 0.019780
29.0.0 0.019780
30.0.0 0.019780
11.0.0 0.020673
12.0.0 0.020673
13.0.0 0.020673
14.0.0 0.020453
17.0.0 0.020673
20.0.0 0.020673
22.0.0 0.020673
23.0.0 0.020453
24.0.0 0.020453
25.0.0 0.020673
27.0.0 0.020673
28.0.0 0.020673
29.0.0 0.020247
30.0.0 0.020472
11.0.0 0.021362
12.0.0 0.020999
13.0.0 0.020999
14.0.0 0.020999
17.0.0 0.021205
20.0.0 0.021205
22.0.0 0.029393
23.0.0 0.020999
24.0.0 0.022555
25.0.0 0.021780
27.0.0 0.020999
28.0.0 0.020999
29.0.0 0.020999
30.0.0 0.026651
11.0.0 0.022950
12.0.0 0.021161
13.0.0 0.022914
14.0.0 0.021161
17.0.0 0.022992
20.0.0 0.026960
22.0.0 0.029474
23.0.0 0.021161
24.0.0 0.023810
25.0.0 0.025553
27.0.0 0.024185
28.0.0 0.020999
29.0.0 0.024267
30.0.0 0.028991
11.0.0 0.024749
12.0.0 0.018887
13.0.0 0.025400
14.0.0 0.028937
17.0.0 0.028005
20.0.0 0.028657
22.0.0 0.026052
23.0.0 0.018887
24.0.0 0.024550
25.0.0 0.030611
27.0.0 0.026016
28.0.0 0.024748
29.0.0 0.029294
30.0.0 0.028913
11.0.0 0.025477
12.0.0 0.019582
13.0.0 0.029411
14.0.0 0.036790
17.0.0 0.033078
20.0.0 0.028523
22.0.0 0.026096
23.0.0 0.019274
24.0.0 0.024695
25.0.0 0.039961
27.0.0 0.029130
28.0.0 0.030344
29.0.0 0.037302
30.0.0 0.030951
11.0.0 0.030378
12.0.0 0.019889
13.0.0 0.030386
14.0.0 0.041436
17.0.0 0.043392
20.0.0 0.032996
22.0.0 0.025951
23.0.0 0.026834
24.0.0 0.032552
25.0.0 0.040412
27.0.0 0.033021
28.0.0 0.029900
29.0.0 0.042717
30.0.0 0.030680
11.0.0 0.036644
12.0.0 0.020287
13.0.0 0.035624
14.0.0 0.042135
17.0.0 0.047857
20.0.0 0.036933
22.0.0 0.033812
23.0.0 0.027050
24.0.0 0.035893
25.0.0 0.046679
27.0.0 0.037632
28.0.0 0.029949
29.0.0 0.047747
30.0.0 0.030441
11.0.0 0.046057
12.0.0 0.020641
13.0.0 0.039144
14.0.0 0.046137
17.0.0 0.050567
20.0.0 0.041962
22.0.0 0.036719
23.0.0 0.030334
24.0.0 0.036323
25.0.0 0.051257
27.0.0 0.042558
28.0.0 0.033045
29.0.0 0.049260
30.0.0 0.031253
11.0.0 0.049007
12.0.0 0.020641
13.0.0 0.041517
14.0.0 0.047192
17.0.0 0.051883
20.0.0 0.043708
22.0.0 0.041656
23.0.0 0.032190
24.0.0 0.036323
25.0.0 0.051478
27.0.0 0.043761
28.0.0 0.033045
29.0.0 0.053503
30.0.0 0.033061
11.0.0 0.049133
12.0.0 0.019156
13.0.0 0.046358
14.0.0 0.048762
17.0.0 0.056299
20.0.0 0.041796
22.0.0 0.046150
23.0.0 0.037442
24.0.0 0.033088
25.0.0 0.055157
27.0.0 0.041603
28.0.0 0.030096
29.0.0 0.056233
30.0.0 0.034741
11.0.0 0.048065
12.0.0 0.019719
13.0.0 0.052567
14.0.0 0.051763
17.0.0 0.056984
20.0.0 0.043744
22.0.0 0.051469
23.0.0 0.037771
24.0.0 0.032887
25.0.0 0.058041
27.0.0 0.040898
28.0.0 0.029935
29.0.0 0.056919
30.0.0 0.038718
11.0.0 0.050019
12.0.0 0.022665
13.0.0 0.056662
14.0.0 0.052755
17.0.0 0.057220
20.0.0 0.046361
22.0.0 0.050463
23.0.0 0.041584
24.0.0 0.032887
25.0.0 0.060542
27.0.0 0.043394
28.0.0 0.029935
29.0.0 0.056951
30.0.0 0.039588
11.0.0 0.052105
12.0.0 0.026442
13.0.0 0.059243
14.0.0 0.055145
17.0.0 0.056414
20.0.0 0.047973
22.0.0 0.047962
23.0.0 0.043743
24.0.0 0.029925
25.0.0 0.060542
27.0.0 0.046440
28.0.0 0.031255
29.0.0 0.055813
30.0.0 0.038775
11.0.0 0.054422
12.0.0 0.028999
13.0.0 0.062264
14.0.0 0.055822
17.0.0 0.056223
20.0.0 0.044678
22.0.0 0.050884
23.0.0 0.047933
24.0.0 0.030819
25.0.0 0.060542
27.0.0 0.047441
28.0.0 0.033018
29.0.0 0.058804
30.0.0 0.040098
11.0.0 0.056191
12.0.0 0.028999
13.0.0 0.065433
14.0.0 0.058312
17.0.0 0.056223
20.0.0 0.047659
22.0.0 0.052140
23.0.0 0.049327
24.0.0 0.030819
25.0.0 0.055683
27.0.0 0.050691
28.0.0 0.033409
29.0.0 0.058670
30.0.0 0.040098
11.0.0 0.058116
12.0.0 0.028999
13.0.0 0.067740
14.0.0 0.059838
17.0.0 0.050978
20.0.0 0.048594
22.0.0 0.053611
23.0.0 0.050424
24.0.0 0.028866
25.0.0 0.060315
27.0.0 0.050366
28.0.0 0.033409
29.0.0 0.059630
30.0.0 0.040098
11.0.0 0.057171
12.0.0 0.027737
13.0.0 0.067305
14.0.0 0.060404
17.0.0 0.050175
20.0.0 0.053658
22.0.0 0.055461
23.0.0 0.050153
24.0.0 0.030070
25.0.0 0.059593
27.0.0 0.050341
28.0.0 0.033409
29.0.0 0.059926
30.0.0 0.036425
11.0.0 0.058458
12.0.0 0.027557
13.0.0 0.067582
14.0.0 0.060578
17.0.0 0.052466
20.0.0 0.054997
22.0.0 0.055461
23.0.0 0.053564
24.0.0 0.030677
25.0.0 0.059002
27.0.0 0.050960
28.0.0 0.033409
29.0.0 0.061323
30.0.0 0.038839
11.0.0 0.059108
12.0.0 0.029692
13.0.0 0.067864
14.0.0 0.061772
17.0.0 0.056690
20.0.0 0.057868
22.0.0 0.052178
23.0.0 0.053808
24.0.0 0.033065
25.0.0 0.056364
27.0.0 0.050960
28.0.0 0.033409
29.0.0 0.061356
30.0.0 0.041093
11.0.0 0.059066
12.0.0 0.032124
13.0.0 0.066405
14.0.0 0.061772
17.0.0 0.058737
20.0.0 0.057777
22.0.0 0.052178
23.0.0 0.054991
24.0.0 0.036360
25.0.0 0.056946
27.0.0 0.047812
28.0.0 0.031133
29.0.0 0.061254
30.0.0 0.043447
11.0.0 0.060395
12.0.0 0.034436
13.0.0 0.066600
14.0.0 0.059817
17.0.0 0.057003
20.0.0 0.055753
22.0.0 0.052178
23.0.0 0.052715
24.0.0 0.038207
25.0.0 0.057684
27.0.0 0.048377
28.0.0 0.035275
29.0.0 0.060494
30.0.0 0.043888
11.0.0 0.062009
12.0.0 0.034796
13.0.0 0.067720
14.0.0 0.060179
17.0.0 0.058173
20.0.0 0.055821
22.0.0 0.052178
23.0.0 0.052662
24.0.0 0.039274
25.0.0 0.057709
27.0.0 0.048360
28.0.0 0.036799
29.0.0 0.059116
30.0.0 0.043888
11.0.0 0.063383
12.0.0 0.034671
13.0.0 0.067409
14.0.0 0.058888
17.0.0 0.056356
20.0.0 0.058682
22.0.0 0.052178
23.0.0 0.053118
24.0.0 0.040942
25.0.0 0.057068
27.0.0 0.050860
28.0.0 0.039461
29.0.0 0.058078
30.0.0 0.043888
11.0.0 0.062848
12.0.0 0.034671
13.0.0 0.067367
14.0.0 0.058888
17.0.0 0.057166
20.0.0 0.061273
22.0.0 0.045678
23.0.0 0.053118
24.0.0 0.042643
25.0.0 0.059755
27.0.0 0.052583
28.0.0 0.039955
29.0.0 0.058078
30.0.0 0.042201
11.0.0 0.064507
12.0.0 0.035385
13.0.0 0.065881
14.0.0 0.058888
17.0.0 0.055902
20.0.0 0.063318
22.0.0 0.045678
23.0.0 0.053118
24.0.0 0.042369
25.0.0 0.060822
27.0.0 0.053818
28.0.0 0.042325
29.0.0 0.054617
30.0.0 0.042201
11.0.0 0.064535
12.0.0 0.037098
13.0.0 0.065881
14.0.0 0.054098
17.0.0 0.058524
20.0.0 0.064712
22.0.0 0.045678
23.0.0 0.048490
24.0.0 0.042369
25.0.0 0.062385
27.0.0 0.056833
28.0.0 0.044457
29.0.0 0.054993
30.0.0 0.042201
11.0.0 0.064758
12.0.0 0.039045
13.0.0 0.064558
14.0.0 0.056455
17.0.0 0.059234
20.0.0 0.065745
22.0.0 0.043081
23.0.0 0.048787
24.0.0 0.042369
25.0.0 0.062650
27.0.0 0.057918
28.0.0 0.044457
29.0.0 0.054364
30.0.0 0.038753
11.0.0 0.065498
12.0.0 0.041069
13.0.0 0.066857
14.0.0 0.055297
17.0.0 0.059234
20.0.0 0.067954
22.0.0 0.043994
23.0.0 0.049128
24.0.0 0.042369
25.0.0 0.062015
27.0.0 0.057918
28.0.0 0.042608
29.0.0 0.055878
30.0.0 0.040562
11.0.0 0.066235
12.0.0 0.043416
13.0.0 0.067631
14.0.0 0.056427
17.0.0 0.059234
20.0.0 0.067954
22.0.0 0.045169
23.0.0 0.048838
24.0.0 0.042369
25.0.0 0.062534
27.0.0 0.057918
28.0.0 0.043180
29.0.0 0.056881
30.0.0 0.041981
11.0.0 0.066617
12.0.0 0.045181
13.0.0 0.067383
14.0.0 0.056936
17.0.0 0.054831
20.0.0 0.067954
22.0.0 0.045404
